location_id,dropdownname,locationname,contactname,addressline1,addressline2,addressline3,phone1,phone2,phone3,fax1,fax2,email,website,locationtext,locationcomments,addr_id,addressoverride,sortorder
1457,India,bioMérieux India,,"A-32, Mohan Cooperative Industrial Estate",Mathura Road,"New Delhi – 110044, India",+91 11 42098800,,,Fax: +91 11 4 209 88 50,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
1458,Ireland,Gen-Probe Technical Sales Representative,Paul Rainey,,,,+44 01622 814382,,,,,paul.rainey@gen-probe.com,,,added by cicie,200,,
1459,Israel,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1460,Italy,Gen-Probe Country Manager,"Maurizio Ballerini, MD",,,,+39 06 67 89 872,,,Fax: +39 06 67 89 872,,mauriziob@gen-probe.com,,,added by cicie,200,,
1461,Jamaica,Gen-Probe Technical Sales Representative,J. Todd McPherson,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5310,,,,,toddm@gen-probe.com,,,added by cicie,200,,
1462,Japan,FujiRebio,,"62-5 Nihonbashi-Hamacho 2-chome, Chuo-ku,Tokyo 103-0007, Japan",,,+81-3-5695-9223,,,Fax: +81-3-5695-9234,,fri-info@fujirebio.co.jp,www.fdi.com/,,added by cicie,200,,
1463,Kazakhstan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1464,Kenya,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1465,Kiribati,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
1466,Korea - South,Choongwae Pharma,,"698, Shindaebang-Dong, donjak-ku, Seoul 156-757, Republic of Korea",,,+82-2-840-6968,,,Fax: +82-2-3486-7697,,info@cwholdings.co.kr,www.cwp.co.kr/eng,,added by cicie,200,,
1467,Kyrgyzstan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1468,Latvia,Diamedica S.I.A.,,Augusta Deglava Str. 60,"Riga, Latvia, LV 1035",,+371-6757-7833,,,Fax: +371-6757-8270,,diamedica@diamedica.lv,www.diamedica.lv/,,added by cicie,200,,
1469,Lesotho,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1470,Switzerland German Speaking,Gen-Probe Technical Sales Representative (German Speaking),Jochen Lips,,,,+49-70-73-30-08-73,,,Fax: +49-70-73-30-08-45,,jochenl@gen-probe.com,,,added by cicie,200,,
1471,Lithuania,Diamedica S.I.A.,,"Buivydiskiu g. 10, LT-07194 Vilnius, Lithuania",,,+370 5 2790080,,,Fax: +370 5 2107286,,,www.diamedica.lt/,,added by cicie,200,,
1472,Luxembourg,Gen-Probe Territory Manager,Sophie Grillere,,,,+33 670 486 177,,,Fax: 0800 919 156,,sophie.grillere@gen-probe.eu,,,added by cicie,200,,
1473,Macedonia,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
1474,Madagascar,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1475,Malawi,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1476,Malaysia,Biotech Medical,,"No. 2, Persiaran Titiwangsa 1",Taman Tasik Titiwangsa,53200 Kuala Lumpur,+603-40241900,,,Fax: +603-40245900,,info@biotechmedical.com.my,www.biotechmedical.com.my,,added by cicie,200,,
1477,Malta,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
1478,Marshall Islands,Modern Laboratory Service Inc.,,"4300 Stine Road #209, Bakersfield, CA 93313",,,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
1479,Mauritius,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1480,Mexico,Dicipa S.A. de C.V.,,"Saltillo No. 19, Piso 1, Colonia Condesa, 06140 Mexico DF",,,+52-5-5093-2000,,,Fax: +52-5-5093-2005,,contacto@dicipa.com.mx,www.dicipa.com.mx/,,added by cicie,200,,
1481,Micronesia,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
1482,Moldova,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1483,Monaco,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
1484,Montenegro,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
1485,Mozambique,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1486,Namibia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1487,Nauru,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
1488,Netherlands,Gen-Probe Deutschland GmbH,,,,,+49 6122 70760,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
1489,New Zealand,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1490,Nigeria,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1491,Norway,Gen-Probe European Direct Sales,Tommy Bernholm,,,,+45-31-51-65-04,,,Fax: +45-70-14-15-23,,tommyb@gen-probe.com,,,added by cicie,200,,
1492,Pakistan,BioSciences / Hoora Pharma,,"# 14, Road # 3, Block 7&8, Bahadur Yar Jang Society, Ameer Khusro Road, Karachi-75100, Pakistan",,,+92-21 34305031-5,,,Fax: +92-21 34305039,,info@hoorapharma.com,www.hoorapharma.com/,,added by cicie,200,"Ameer Khusro Road, Karachi-75100, Pakistan",
1493,Palau,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
1494,Papua New Guinea,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1495,Peru,MasterCare / Andromaco,,"Avenida Quilín 5273, Peñalolén, Santiago de Chile",,,+562 594 8000,,,,,contacto@andromaco.cl,www.laboratoriosandromaco.cl,,added by cicie,200,,
1496,Poland,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
1497,Portugal,Speculum,,"Tv. Do Miradouro no. 1, 2610-114 Alfragida, Portugal",,,+351-21-472-80-40,,,Fax: +351-21-471-69-69,,cliente@speculum.pt,http://speculum.pt/,,added by cicie,200,,
1498,Romania,ILEX Biotech CEE,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,info@ilexbiotech.com,www.ilexbiotech.com,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1499,Russian Federation,ILEX Medical,,"WTC - Moscow, 12, Krasnopresnenskaya nab, Building #2, Suite #931, Russian Federation 123610 ",,,+ 7 495 258-1487,,,,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,200,"Moscow  Russian Federation 123610 ",
1500,Rwanda,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1501,Samoa,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1502,San Marino,Gen-Probe Country Manager,"Maurizio Ballerini, MD",,,,+39 06 67 89 872,,,Fax: +39 06 67 89 872,,mauriziob@gen-probe.com,,,added by cicie,200,,
1503,Saudi Arabia,Al-Jeel Medical & Trading Co. Ltd.,,"Riyadh 11422; P.O. Box 5012, Kingdom of Saudi Arabia",,,+966 1 216 8222,,,Fax: +966 1 216 8566,,info@aljeel.com,www.aljeel.com.sa/,,added by cicie,200,,
1504,Serbia,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
1505,Singapore,Innovative Biotech,,"67 Ayer Rajah Crescent, #07-10/12 Ayer Rajah Industrial Estate, Singapore 139950",,,+65-67791919,,,Fax: +6567791112,,"sales@innovativebiotech.com.sg ",www.innobiotech.com.sg/,,added by cicie,200,,
1506,Slovakia,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
1507,Slovenia,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
1508,Solomon Islands,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1509,South Africa,IlEX S.A,,"5 Sirrup Lane, Van Reenen Avenue, Woodmead Park, Woodmead Ext 14",,,+27 11 804 4004,,,Fax: +27 11 804 1120,,mail@ilex.co.za,www.ilex.co.za,,added by cicie,200,,
1510,Spain,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,added by cicie,200,,
1511,Swaziland,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1512,Sweden,Gen-Probe European Direct Sales,Tommy Bernholm,,,,+45-31-51-65-04,,,Fax: +45-70-14-15-23,,tommyb@gen-probe.com,,,added by cicie,200,,
1513,Switzerland German Speaking,Gen-Probe Technical Sales Representative (German Speaking),Jochen Lips,,,,+49-70-73-30-08-73,,,Fax: +49-70-73-30-08-45,,jochenl@gen-probe.com,,,added by cicie,200,,
1514,Switzerland French Speaking,Gen-Probe Territory Manager,Sophie Grillere,,,,+33 670 486 177,,,Fax: 0800 919 156,,sophie.grillere@gen-probe.eu,,,added by cicie,200,,
1515,Taiwan,"bioMérieux China, Taiwan Branch",,"Rm. 608, 6-3 Ching Cheng Street, Taipei 105, Taiwan",,,+886 2 2545 2250,,,Fax: +886 2 2545 0959,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
1516,Tajikistan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1517,Tanzania,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1518,Tonga,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1519,Turkey - MedKim,MedKim / ILEX Medical,,"1456 Sok. No 16 Kat, 1D.5, Barohan Alsancak 35220, Izamir - Turkey",,,+ 90 232463-90-10,,,Fax: + 90 232 463-45-37,,mesuttamugur@med-kim.com.tr,www.ilexmedical.com/,,added by cicie,200,,
1520,Turkmenistan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1521,Tuvalu,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1522,Uganda,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1523,Ukraine,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1524,United Arab Emirates,City Pharmacy,,"P.O. Box 2098, Abu Dhabi, U.A.E.",,,+971-2-6323-016,,,Fax: +971-2-6327-147,,cityphrm@emirates.net.ae,www.citypharmacy.com/,,added by cicie,200,,
1525,United Kingdom - North,Gen-Probe Senior Technical Sales Representative (UK North),Lucas Pitcher,,,,+44 1234 217 175,,,Fax: +44 1234 860 227,,lucasp@gen-probe.com,,,added by cicie,200,,
1526,United Kingdom - South,Gen-Probe Technical Sales Representative (UK South),Paul Rainey,,,,+44 01622 814382,,,,,paul.rainey@gen-probe.com,,,added by cicie,200,,
1527,Uzbekistan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
1528,Vanuatu,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1529,Vatican City,Gen-Probe Country Manager,"Maurizio Ballerini, MD",,,,+39 06 67 89 872,,,Fax: +39 06 67 89 872,,mauriziob@gen-probe.com,,,added by cicie,200,,
1530,Venezuela,Immunolab Laboratorios C.A.,,"Los Ruices, Calle Los Laboratorios, Edificio OFINCA, #42. Caracas 1071 Venezuela",,,"+58 212 2370780 ",,,"Fax: +58 212 2346176 ",,"mercadeo.ventas@inmunolab.com ",www.inmunolab.com/,,added by cicie,200,,
1531,Vietnam,A.V. Biotech JSC,,"107 Nguyen Binh Khiem Street, District 1, Ho Chi Minh City, Vietnam",,,+84 8 829-7879,,,Fax: +84 8 910-4059,,,,,added by cicie,200,,
1532,Zambia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1533,Zimbabwe,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
1534,Lithuania,NORDIC BIOSITE,Yvonne Zar-Berglund,Proppellervägen 4A,"18362 Täby, Sweden",,+46 08 54 44 33 40,,,Fax: +46 08 756 94 90,,info@biosite.se,www.biosite.se,,added by malik - fix,200,,
1535,Romania,Inno-Train Diagnostik GmbH,,"Niederhöchstädter Straße 62, D-61476 Kronberg/Taunus",,,"+49 0 6173 6079 30 ",,,"Fax: +49 0 6173 6079 50 ",,info@Inno-Train.de,www.inno-train.de,,was missing,200,,
1536,Libya,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,was missing,1,,
1537,Malawi,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,,1,,
1538,Malaysia,Biotech Medical,,"No. 2, Persiaran Titiwangsa 1, Taman Tasik Titiwangsa, 53200 Kuala Lumpur",,,+603-40241900,,,Fax: +603-40245900,,info@biotechmedical.com.my,www.biotechmedical.com.my,,was missing,1,,
1539,Mozambique,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,was missing,200,,
1540,Slovakia,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,was missing,200,,
1541,Zimbabwe,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,was missing,200,,
1542,Madagascar,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,"was missing ",200,,
1543,Malaysia,Biotech Medical,,"No. 2, Persiaran Titiwangsa 1",Taman Tasik Titiwangsa,53200 Kuala Lumpur,+603-40241900,,,Fax: +603-40245900,,info@biotechmedical.com.my,www.biotechmedical.com.my,,was missing,200,,
1544,Monaco,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,was missing,200,,
1545,Namibia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,"Fax: +27-11-467-7505 ",,info@pro-gensa.com,www.pro-gensa.com,,was missing,200,,
1546,Slovakia,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,customerservice@gen-probe.eu,,,,1,,
1547,Slovenia,Gen-Probe Deutschland GmbH,,,,,+49 6122 7076 0,,,Fax: +49 6122 7076155,,,,,,1,,
1548,Zambia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,was missing,200,,
1549,Finland - Immuno Diagnostics,Immuno Diagnostics Oy,,"Kaivokutu 16, 13100 Hameenlinna, Finland",,,+358 3 615 370,,,Fax: +358 3 682 2039,,info@immunodiagnostic.com,www.immunodiagnostic.fi,,was missing,200,"Kaivokatu 16, 13100 Hämeenlinna, Finland",
1550,Madagascar,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,,1,,
1551,Mali,USAID,,"Information Center, U.S. Agency for International Development, Ronald Reagan Building, Washington, D.C. 20523-1000",,,+202-712-0000,,,Fax: 202 216-3524,,,www.usaid.gov/,,was missing,200,,
1552,Slovenia,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,was missing,200,,
1553,Belgium,bioMérieux,,"Media Square, 18-19 Place des Carabiniers, 1030  Bruxelles ",,,+00.32.2.743.01.70,,,Fax: +00.32.2.733.55.97,,,www.biomerieux.com/servlet/srt/bio/portail/home,,was missing,200,,
1554,Australia,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,was missing,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
1555,Algeria,bioMérieux,,"36, Rue Ahmed Ouaked, Dely Ibrahim, 16302  Alger ",,,+ 213 21 33 57 96,,,Fax: + 213 21 33 57 97,,,www.biomerieux.com/servlet/srt/bio/portail/home,,was missing,200,,
1556,Andorra,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.com/servlet/srt/bio/portail/home,,was missing,200,,
1557,Slovenia,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,was missing,200,,
1560,United States,,,zipcode,,,,,,,,,,,,1,,
1561,Gen-Probe Diaclone SAS,"Gen-Probe Diaclone SAS ",,"1 Bd A Fleming, BP 1985","F-25020 Besancon ","Cedex, France ",+33 3 81 41 38 38,,,"Fax: +33 3 81 41 36 36 ",,diaclone@gen-probe.com,www.gen-probe.com,,from cs fix list,1,,
1562,UK Sales & Orders,2BScientific Ltd,,"Cherwell Innovation Centre, 77 Heyford Park, ","Upper Heyford, OX25 5HD, UK",,+44 1869 238033,,,Fax: +44 1869 238034,,sales@2bscientific.com,www.2BScientific.com,,from cs fix list,1,,
1563,United Kingdom - Pharmaceutical Livingston,Gen-Probe Life Sciences Ltd.,,"Appleton Place, Appleton Parkway ","Livingston, West Lothian ",EH54 7EZ,+44 0 1506 424270,,,Fax: +44 0 1506 424280,,pharmaservices@gen-probe.com,www.gen-probe.com,,from cs fix list,1,,
1564,United Kingdom - Nucleic Acid Purification,Gen-Probe Life Sciences Ltd.,,"Heron House Oaks Business Park, Crewe Road","Wythenshawe, Manchester. M23 9HZ, UK",,+44 0 161 946 2200,,,Fax: +44 0 161 946 2211,,"pharmaservices@gen-probe.com ",www.gen-probe.com,,from cs fix list,1,,
1565,Slovakia,Inno-Train Diagnostik GmbH,,"Niederhöchstädter Straße 62, D-61476 Kronberg/Taunus",,,"+49 0 6173 6079 30 ",,,"Fax: +49 0 6173 6079 50 ",,info@Inno-Train.de,www.inno-train.de,,was missing,200,,
